Nome,Categoria,Endereço,Telefone,Email,Website,Origem
Fisicamente Centro Terapêutico,Medicina,"Avenida da França nº 256 Piso 2 Sala 2.3 e 2.4, 4050-276 Porto, Portugal",918 425 885,N/A (Google não fornece e-mail diretamente),https://www.fisicamentesaude.pt/,Google Places API
Qiuman Fisioterapia Pélvica e Saúde Integrativa da Mulher no Porto,Medicina,"Rua da Saudade 59 4º Andar, Sala 41, 4050-570 Porto, Portugal",911 579 641,N/A (Google não fornece e-mail diretamente),https://qiuman.pt/,Google Places API
Rekovery - Fisioterapia,Medicina,"Rua da Natária 135, 4250-327 Porto, Portugal",929 356 358,N/A (Google não fornece e-mail diretamente),https://rekovery.odoo.com/,Google Places API
Fisioterapia Eduardo Castro,Medicina,"R. de Cunha Júnior 15 Fórum, 4250-186 Porto, Portugal",938 402 233,N/A (Google não fornece e-mail diretamente),http://www.fisioterapiaporto.pt/,Google Places API
KISaúde Porto,Medicina,"Edifício Capitólio, Av. da França 256 Piso -1 Loja 20, 4050-276 Porto, Portugal",912 944 494,N/A (Google não fornece e-mail diretamente),http://www.kisaude.pt/,Google Places API
Fisio2you,Medicina,"Rua de Costa Cabral 2593 4350, 4200-233 Porto, Portugal",933 504 820,N/A (Google não fornece e-mail diretamente),https://fisio2you.com/,Google Places API
MYO CLINIC Porto-Boavista - Exercício com Saúde,Medicina,"R. António Bessa Leite 1204, 4150-072 Porto, Portugal",910 178 070,N/A (Google não fornece e-mail diretamente),http://www.myoclinics.pt/,Google Places API
Fisiointegral,Medicina,"R. do Conselheiro Veloso da Cruz 633, 4400-095 Vila Nova de Gaia, Portugal",939 131 109,N/A (Google não fornece e-mail diretamente),http://fisiointegral.pt/,Google Places API
Centro de Medicina Física e Reabilitação do Carvalhido Porto,Medicina,"R. de Nossa Sra. de Fátima 274, 4050-426 Porto, Portugal",22 831 1066,N/A (Google não fornece e-mail diretamente),N/A,Google Places API
"Naturalfisio, Unipessoal Lda.",Medicina,"R. do Monte Cativo 407, 4050-403 Porto, Portugal",22 831 4298,N/A (Google não fornece e-mail diretamente),http://naturalfisio.pt/,Google Places API
Jorge Ribas-fisioterapeutas Lda.,Medicina,"R. João Grave 107, 4100-132 Porto, Portugal",22 600 8683,N/A (Google não fornece e-mail diretamente),N/A,Google Places API
Porto Physio Center - Jorge Ribas,Medicina,"Av. da Boavista nº 1539, 4100-131 Porto, Portugal",916 604 709,N/A (Google não fornece e-mail diretamente),http://www.portophysiocenter.pt/,Google Places API
FitFisio,Medicina,"R. Júlio Lourenço Pinto 176A, 4150-004 Porto, Portugal",912 663 686,N/A (Google não fornece e-mail diretamente),N/A,Google Places API
Clínica Fisiátrica das Antas,Medicina,"R. Carlos Malheiro Dias 329, 4200-154 Porto, Portugal",22 509 7359,N/A (Google não fornece e-mail diretamente),N/A,Google Places API
"Clinica Medicina Fisica Edgar Tamegão, Lda.",Medicina,"R. de Gonçalo Cristóvão 90, 4000-408 Porto, Portugal",22 205 4727,N/A (Google não fornece e-mail diretamente),http://www.esferasaude.pt/,Google Places API
Valle Saúde,Medicina,"Tv. da Figueirôa 40, 4050-257 Porto, Portugal",969 720 170,N/A (Google não fornece e-mail diretamente),N/A,Google Places API
Physioclinic - Fisioterapia Avançada,Medicina,"R. de 5 de Outubro 357, 4100-175 Porto, Portugal",912 000 116,N/A (Google não fornece e-mail diretamente),https://physioclinicporto.pt/,Google Places API
Nuno Lobo Ribeiro - Fisioterapia Desportiva,Medicina,"Rua de Sarmento de Beires 84, 4250-448 Porto, Portugal",918 254 552,N/A (Google não fornece e-mail diretamente),N/A,Google Places API
União Clube Eirense,Futebol,"3020 Coimbra, Portugal",N/A,N/A (Google não fornece e-mail diretamente),N/A,Google Places API
Associação Académica de Coimbra - Organismo Autónomo de Futebol,Futebol,"R. Dom Manuel I 3, Fonte da Cheira, 3030-320 Coimbra, Portugal",239 793 890,N/A (Google não fornece e-mail diretamente),https://www.academica-oaf.pt/,Google Places API
Olivais Futebol Clube,Futebol,"R. Bernardo de Albuquerque 165, Celas, 3000-072 Coimbra, Portugal",966 220 340,N/A (Google não fornece e-mail diretamente),N/A,Google Places API
Recreational Association Casaense,Futebol,"25 de Abril - Estremão, 3045-163 Coimbra, Portugal",917 543 780,N/A (Google não fornece e-mail diretamente),http://www.arcasaense.pt/,Google Places API
Sede Esperança Atlético Clube,Futebol,"Rua Lagar S/N 3045-000 Coimbra, Portugal R. D. Pedro 95 rch, 3045-055 Coimbra, Portugal",965 807 374,N/A (Google não fornece e-mail diretamente),http://facebook.com/EsperancaAtleticoClube,Google Places API
Pavilhão do CF União de Coimbra,Futebol,"Pavilhão CFUC, R. Infanta Dona Maria, Fonte da Cheira, 3030-207 Coimbra, Portugal",239 406 705,N/A (Google não fornece e-mail diretamente),https://uniaodecoimbra.footeo.com/,Google Places API
Associação de Futebol de Coimbra,Futebol,"R. São Lourenço, 3045-478 Taveiro, Portugal",239 853 680,N/A (Google não fornece e-mail diretamente),http://www.afcoimbra.com/,Google Places API
Grupo Recreativo O Vigor da Mocidade,Futebol,"R. Campo do Vigor 39, 3045-024 Coimbra, Portugal",910 240 784,N/A (Google não fornece e-mail diretamente),https://vigordamocidade.pt/,Google Places API
Associação Académica de Coimbra / OAF,Futebol,"Academia Briosa XXI Estrada Nacional 111-1 Campos do Bolão, 3025-300 Coimbra, Portugal",239 793 890,N/A (Google não fornece e-mail diretamente),http://www.academica-oaf.pt/,Google Places API
Campo de Futebol - Hospital dos Covões,Futebol,"R. Carminé de Miranda 55, 3045 Coimbra, Portugal",933 463 244,N/A (Google não fornece e-mail diretamente),N/A,Google Places API
Casa FC Porto Coimbra,Futebol,"Av. Fernando Namora 57 R/C Esq, 3030-185 Coimbra, Portugal",965 467 363,N/A (Google não fornece e-mail diretamente),http://www.dragoesdecoimbra.com/,Google Places API
Grupo Desportivo Vigor Da Mocidade - Campo Dos Sardões,Futebol,"R. Campo do Vigor 45, 3045-279 Coimbra, Portugal",N/A,N/A (Google não fornece e-mail diretamente),N/A,Google Places API
Clube Fluvial Coimbra,Futebol,"Parque do Choupalinho, 3040 Coimbra, Portugal",912 626 410,N/A (Google não fornece e-mail diretamente),http://www.cfcoimbra.com/,Google Places API
Sports Complex Ançã Football Club,Futebol,"Bairro São Bento 10, 3060-022 Ançã, Portugal",914 277 391,N/A (Google não fornece e-mail diretamente),https://www.facebook.com/p/Anca-Futebol-Clube-Ferryaco-100063354752267/,Google Places API
Union Football Club,Futebol,"R. Feira Nova 106, 3360, Portugal",N/A,N/A (Google não fornece e-mail diretamente),N/A,Google Places API
Clube Desportivo de Celas,Futebol,"R. Bernardo de Albuquerque 28, Celas, 3030 Coimbra, Portugal",N/A,N/A (Google não fornece e-mail diretamente),N/A,Google Places API
Pavilion CS Sao Joao,Futebol,"R. Mártires da Tragédia Mondego 31, 3045-091 Coimbra, Portugal",239 440 328,N/A (Google não fornece e-mail diretamente),https://www.facebook.com/CentroSocialSaoJoao/,Google Places API
Pavilhão Clube Santa Clara,Futebol,"R. Cap. Salgueiro Maia 22, 3040-005 Coimbra, Portugal",N/A,N/A (Google não fornece e-mail diretamente),N/A,Google Places API
Pavilhão 1 - Estádio Universitário,Futebol,"Universidade de Coimbra, 3004-531 Santa Clara, Portugal",N/A,N/A (Google não fornece e-mail diretamente),https://www.uc.pt/estadiouniversitario/ModalidadesDesportivas,Google Places API
Sporting Clube Ribeirense,Futebol,"R. Santiago 109, 3045-442 Ribeira de Frades, Portugal",915 688 823,N/A (Google não fornece e-mail diretamente),http://scribeirense.blogspot.pt/,Google Places API
Associação Académica de Coimbra / OAF,Futebol,"Academia Briosa XXI Estrada Nacional 111-1 Campos do Bolão, 3025-300 Coimbra, Portugal",239 793 890,N/A (Google não fornece e-mail diretamente),http://www.academica-oaf.pt/,Google Places API
Associação Académica de Coimbra - Organismo Autónomo de Futebol,Futebol,"R. Dom Manuel I 3, Fonte da Cheira, 3030-320 Coimbra, Portugal",239 793 890,N/A (Google não fornece e-mail diretamente),https://www.academica-oaf.pt/,Google Places API
Recreational Association Casaense,Futebol,"25 de Abril - Estremão, 3045-163 Coimbra, Portugal",917 543 780,N/A (Google não fornece e-mail diretamente),http://www.arcasaense.pt/,Google Places API
N10 - Football Academy,Futebol,"R. Constituição 1, 3000 Coimbra, Portugal",239 496 378,N/A (Google não fornece e-mail diretamente),http://www.n10.pt/,Google Places API
Pavilion CS Sao Joao,Futebol,"R. Mártires da Tragédia Mondego 31, 3045-091 Coimbra, Portugal",239 440 328,N/A (Google não fornece e-mail diretamente),https://www.facebook.com/CentroSocialSaoJoao/,Google Places API
Grupo Recreativo O Vigor da Mocidade,Futebol,"R. Campo do Vigor 39, 3045-024 Coimbra, Portugal",910 240 784,N/A (Google não fornece e-mail diretamente),https://vigordamocidade.pt/,Google Places API
Pavilhão Clube Santa Clara,Futebol,"R. Cap. Salgueiro Maia 22, 3040-005 Coimbra, Portugal",N/A,N/A (Google não fornece e-mail diretamente),N/A,Google Places API
Centro Norton de Matos,Futebol,"R. Vasco da Gama 58, 3030-074 Coimbra, Portugal",932 062 845,N/A (Google não fornece e-mail diretamente),http://www.cnm.pt/,Google Places API
Campo de futsal (Descoberto),Futebol,"Bairro Caixa Previdência H, 3030-074 Coimbra, Portugal",N/A,N/A (Google não fornece e-mail diretamente),N/A,Google Places API
União Clube Eirense,Futebol,"3020 Coimbra, Portugal",N/A,N/A (Google não fornece e-mail diretamente),N/A,Google Places API
Olivais Futebol Clube,Futebol,"R. Bernardo de Albuquerque 165, Celas, 3000-072 Coimbra, Portugal",966 220 340,N/A (Google não fornece e-mail diretamente),N/A,Google Places API
Estádio Universitário de Coimbra,Futebol,"Pavilhão 1 - Estádio Universitário de Coimbra s/n, 3040-256 Coimbra, Portugal",239 441 406,N/A (Google não fornece e-mail diretamente),https://desporto.uc.pt/,Google Places API
Loja Associação Académica de Coimbra - O.A.F.,Futebol,"R. Dom Manuel I 3, Fonte da Cheira, 3030-320 Coimbra, Portugal",239 090 341,N/A (Google não fornece e-mail diretamente),https://loja.academica-oaf.pt/,Google Places API
Escola de Atletismo de Coimbra,Futebol,"Rua 25 de Abril - Estremão, Casais do Campo, 3045-163 Coimbra, Portugal",917 543 780,N/A (Google não fornece e-mail diretamente),http://escolaatletismocoimbra.blogspot.pt/,Google Places API
Associação Académica de Coimbra,Futebol,"R. Padre António Vieira 1, 3000-315 Coimbra, Portugal",239 851 050,N/A (Google não fornece e-mail diretamente),http://www.academica.pt/,Google Places API
N10- Futebol Indoor e Festas,Futebol,"3020-501 Coimbra, Portugal",239 496 378,N/A (Google não fornece e-mail diretamente),http://www.n10.pt/,Google Places API
Sporting Clube Ribeirense,Futebol,"R. Santiago 109, 3045-442 Ribeira de Frades, Portugal",915 688 823,N/A (Google não fornece e-mail diretamente),http://scribeirense.blogspot.pt/,Google Places API
Grupo Desportivo Vigor Da Mocidade - Campo Dos Sardões,Futebol,"R. Campo do Vigor 45, 3045-279 Coimbra, Portugal",N/A,N/A (Google não fornece e-mail diretamente),N/A,Google Places API
Campo Comendador Eduardo Filipe - Complexo Desportivo EAC,Futebol,"R. Lagar 97, 3045-093 Coimbra, Portugal",N/A,N/A (Google não fornece e-mail diretamente),http://facebook.com/EsperancaAtleticoClube,Google Places API
Academia Cristiano Ronaldo - Sporting CP,Futebol,"Estr. Malhada de Meias 2890, 2890-529 Alcochete, Portugal",21 232 7400,N/A (Google não fornece e-mail diretamente),https://www.sporting.pt/pt/clube/infraestruturas/academia,Google Places API
Go Gym Coimbra,Fitness,"Alma Shopping, R. Dom João III 79, Fonte da Cheira, 3030-329 Coimbra, Portugal",926 595 648,N/A (Google não fornece e-mail diretamente),https://www.gogym.pt/,Google Places API
Ginásio PHIVE CELAS | Coimbra,Fitness,"R. Dr. António José de Almeida 202, 3000-042 Coimbra, Portugal",300 505 180,N/A (Google não fornece e-mail diretamente),http://www.phive.pt/,Google Places API
Nelson Gym,Fitness,"lado nascente, Pavilhão Eng. Jorge Anjinho, R. Infanta Dona Maria nº23, Fonte da Cheira, 3030-330 Coimbra, Portugal",239 165 996,N/A (Google não fornece e-mail diretamente),https://nelsongym1985.wixsite.com/ginasiocoimbra,Google Places API
Ginásio VivaGym Coimbra,Fitness,"Av. Mendes Silva 211 251, Alto de São João, 3030-193 Coimbra, Portugal",N/A,N/A (Google não fornece e-mail diretamente),https://www.vivagym.pt/gimnasios/coimbra?utm_source=google&utm_medium=organic&utm_campaign=gmb-coimbra-vivagym,Google Places API
Phive Tears Health Club,Fitness,"Quinta das Lágrimas Residências, lote 12, 3040-387 Coimbra, Portugal",300 505 180,N/A (Google não fornece e-mail diretamente),http://www.phive.pt/,Google Places API
Ginasio BodyFitness,Fitness,"Estr. Eiras 212, 3020-107 Coimbra, Portugal",910 995 020,N/A (Google não fornece e-mail diretamente),N/A,Google Places API
Fit & Fun Coimbra,Fitness,"Alto do, R. da Escola, 3030-011 Coimbra, Portugal",917 195 211,N/A (Google não fornece e-mail diretamente),N/A,Google Places API
Physically Health Club,Fitness,"Rua F nº 24 - A Bairro das Flores, Espirito Santo das Touregas, 3045-517 Coimbra, Portugal",239 445 457,N/A (Google não fornece e-mail diretamente),http://www.fisicamente.pt/,Google Places API
Ginásio Element Gyms Coimbra Arcos,Fitness,"Largo Santana 2, 3000-360 Coimbra, Portugal",N/A,N/A (Google não fornece e-mail diretamente),https://www.elementgyms.pt/,Google Places API
Ginásio HUC,Fitness,"Casa do Pessoal do HUC, Praceta Prof Dr Mota Pinto, Celas, 3000-075 Coimbra, Portugal",239 481 259,N/A (Google não fornece e-mail diretamente),http://www.ginasiohuc.pt/,Google Places API
Ginásio Solinca Classic Coimbra,Fitness,"R. Dom João III, Fonte da Cheira, 3030-324 Coimbra, Portugal",936 147 858,N/A (Google não fornece e-mail diretamente),https://www.solinca.pt/solinca-ginasios/,Google Places API
MSC fitness,Fitness,"Portugal, Coimbra, Urb R. Q.ta da Portela Lote 9.2邮政编码: 3030-481",N/A,N/A (Google não fornece e-mail diretamente),N/A,Google Places API
Krush It Coimbra,Fitness,"Av. José Bonifácio de Andrade e Silva nº1 Loja 2.28, 3040-389 Coimbra, Portugal",911 092 462,N/A (Google não fornece e-mail diretamente),http://www.krushit.pt/,Google Places API
Best Sports Training,Fitness,"Pedrulha, 3025-662 Coimbra, Portugal",913 502 542,N/A (Google não fornece e-mail diretamente),N/A,Google Places API
Callisthenics Park,Fitness,"3040 Coimbra, Portugal",N/A,N/A (Google não fornece e-mail diretamente),N/A,Google Places API
Secção de Cultura Física AAC,Fitness,"Estádio Universitário de Coimbra, 3040-248 Coimbra, Portugal",N/A,N/A (Google não fornece e-mail diretamente),https://www.facebook.com/Sec%C3%A7%C3%A3o-de-Cultura-F%C3%ADsica-Associa%C3%A7%C3%A3o-Acad%C3%A9mica-de-Coimbra,Google Places API
Supera Coimbra Sports Center,Fitness,"Av. Mendes Silva 391, Alto de São João, 3030-193 Coimbra, Portugal",000000000,N/A (Google não fornece e-mail diretamente),https://centrosupera.pt/coimbra/,Google Places API
Nexgym Kickboxing Arena De Coimbra,Fitness,"R. Mondego, 3030-249 Coimbra, Portugal",916 427 702,N/A (Google não fornece e-mail diretamente),http://www.academianexgym.pt/,Google Places API
Ginásio Element Gyms Coimbra Solum,Fitness,"R. Infanta Dona Maria 460, 3030-330 Coimbra, Portugal",N/A,N/A (Google não fornece e-mail diretamente),https://elementgyms.pt/,Google Places API
RBFitness,Fitness,"R. de Angola 31B, 3030-037 Coimbra, Portugal",916 588 652,N/A (Google não fornece e-mail diretamente),https://rbnfitness.simplybook.it/,Google Places API
2Scorpions Personal Training Studio,Fitness,"R. Dr. Rosa Falcão 26 a 32, 3000-001 Coimbra, Portugal",918 959 726,N/A (Google não fornece e-mail diretamente),https://2scorpions.pt/,Google Places API
Studio Um Coimbra,Fitness,"R. Dom João III 5B, Fonte da Cheira, 3030-329 Coimbra, Portugal",924 356 236,N/A (Google não fornece e-mail diretamente),N/A,Google Places API
Bodyrise Studio,Fitness,"R. do Cardal 24 Sala 1.1, Pedrulha, 3025-007 Coimbra, Portugal",911 902 215,N/A (Google não fornece e-mail diretamente),N/A,Google Places API
Sky.studio,Fitness,"R. Cap. Luís Gonzaga 10, Celas, 3000-095 Coimbra, Portugal",917 909 851,N/A (Google não fornece e-mail diretamente),https://skystudio.pt/,Google Places API
Catela Personal Training Studio,Fitness,"Travessa dos Combatentes da Grande Guerra, Nr 23, Torre A, Loja 4, 3030-182 Coimbra, Portugal",912 258 417,N/A (Google não fornece e-mail diretamente),http://www.catelaptstudio.com/,Google Places API
Moisés Lourenço Premium Studio,Fitness,"R. Maria Victória Bourbon Bobone 15.6 loja B, 3030-502 Coimbra, Portugal",917 509 864,N/A (Google não fornece e-mail diretamente),N/A,Google Places API
Personal Trainer e Fisiologista - Diogo Mano,Fitness,"Praceta Carlos da Mota Pinto, Celas, 3001-301 Coimbra, Portugal",917 786 788,N/A (Google não fornece e-mail diretamente),https://diogomanopt.carrd.co/,Google Places API
Personal Trainer Sara Oliveira - Corporalma,Fitness,"3000 Coimbra, Portugal",N/A,N/A (Google não fornece e-mail diretamente),https://www.facebook.com/perfeitaimperfeicao.by.saraoliveira/,Google Places API
THE FIRST Training Studio,Fitness,"Rua Princesa Cindazunda 55 lote16.6, loja2, 3030-503 Coimbra, Portugal",913 283 572,N/A (Google não fornece e-mail diretamente),https://thefirst.pt/,Google Places API
RD Studio,Fitness,"Av. Elísio de Moura 317 Loja 5, 3030-183 Coimbra, Portugal",N/A,N/A (Google não fornece e-mail diretamente),https://www.instagram.com/rdstudio.pt,Google Places API
Best Sports Training,Fitness,"Pedrulha, 3025-662 Coimbra, Portugal",913 502 542,N/A (Google não fornece e-mail diretamente),N/A,Google Places API
Reload - Exercício e Saúde,Fitness,"R. Augusto Marques Bom 15 Loja 1, 3030-218 Coimbra, Portugal",923 396 747,N/A (Google não fornece e-mail diretamente),https://www.reload.com.pt/,Google Places API
"WELVY - Centro de Treino, Saúde e Bem-Estar",Fitness,"R. Francisco Sá Carneiro 140, Celas, 3000-194 Coimbra, Portugal",239 132 114,N/A (Google não fornece e-mail diretamente),http://www.welvy.pt/,Google Places API
Focus - Training on your goal,Fitness,"Bairro Caixa Previdência 4, 3030-074 Coimbra, Portugal",N/A,N/A (Google não fornece e-mail diretamente),N/A,Google Places API
ArenaFit by Hugo Santos,Fitness,"R. Manuel Madeira, 3020-390 Coimbra, Portugal",939 414 570,N/A (Google não fornece e-mail diretamente),https://www.facebook.com/ArenaFit-by-Hugo-Santos-113362696802820/,Google Places API
MSC fitness,Fitness,"Portugal, Coimbra, Urb R. Q.ta da Portela Lote 9.2邮政编码: 3030-481",N/A,N/A (Google não fornece e-mail diretamente),N/A,Google Places API
Ginasio BodyFitness,Fitness,"Estr. Eiras 212, 3020-107 Coimbra, Portugal",910 995 020,N/A (Google não fornece e-mail diretamente),N/A,Google Places API
THE CORE HEALTH PERFORMANCE WELLNESS,Fitness,"R. Combatentes da Grande Guerra 113 Loja 3, 3030-181 Coimbra, Portugal",917 921 622,N/A (Google não fornece e-mail diretamente),N/A,Google Places API
RBFitness,Fitness,"R. de Angola 31B, 3030-037 Coimbra, Portugal",916 588 652,N/A (Google não fornece e-mail diretamente),https://rbnfitness.simplybook.it/,Google Places API
kaos pilates & wellness,Fitness,"R. Carlos Seixas 109, 3030-177 Coimbra, Portugal",N/A,N/A (Google não fornece e-mail diretamente),http://www.kaospilates.pt/,Google Places API
Clinica Montes Claros,Medicina,"R. Dom Manuel I 8, Fonte da Cheira, 3030-320 Coimbra, Portugal",239 851 220,N/A (Google não fornece e-mail diretamente),https://www.clinicademontesclaros.pt/,Google Places API
Lifefocus - Coimbra,Medicina,"R. Dom Manuel I 8, Fonte da Cheira, 3030-320 Coimbra, Portugal",22 316 5230,N/A (Google não fornece e-mail diretamente),https://www.lifefocus.pt/unidades/lifefocus-coimbra/,Google Places API
Instituto Médico de Coimbra,Medicina,"Rua do Brasil 133 3000, 3000 Coimbra, Portugal",924 397 851,N/A (Google não fornece e-mail diretamente),N/A,Google Places API
Clinical Persona Coimbra,Medicina,"Av. Elísio de Moura 357, 3030-183 Coimbra, Portugal",918 929 608,N/A (Google não fornece e-mail diretamente),http://www.clinicaspersona.com/,Google Places API
Clínica Doutora piolhos - Coimbra,Medicina,"Av. Mendes Silva, Alto de São João, 3030-193 Coimbra, Portugal",933 847 903,N/A (Google não fornece e-mail diretamente),https://www.clinicadoutorapiolhos.com/,Google Places API
Cedra,Medicina,"R. Dom João III 4, Fonte da Cheira, 3030-329 Coimbra, Portugal",239 484 491,N/A (Google não fornece e-mail diretamente),http://www.cedra.com.pt/,Google Places API
Ofidia - clínica médica,Medicina,"R. Edmundo Bettencourt 26b, Celas, 3000-606 Coimbra, Portugal",910 223 912,N/A (Google não fornece e-mail diretamente),http://www.ofidia.pt/,Google Places API
Clínica Fleming | Espaço de Saúde Integrado,Medicina,"R. Miguel Torga 80 lote 4 r/c esquerdo, 3030-165 Coimbra, Portugal",912 640 653,N/A (Google não fornece e-mail diretamente),http://www.clinicafleming.pt/,Google Places API
C3 - Centro Clínico de Coimbra,Medicina,"Quinta das Varandas, Av. Cónego Urbano Duarte 65, 3030-243 Coimbra, Portugal",239 095 218,N/A (Google não fornece e-mail diretamente),https://www.c3-centroclinicocoimbra.com/,Google Places API
Hospital da Luz Coimbra,Medicina,"Praceta Professor Robalo Cordeiro, 3020-479 Coimbra, Portugal",21 710 4400,N/A (Google não fornece e-mail diretamente),https://www.hospitaldaluz.pt/coimbra/pt,Google Places API
"Instituto Medicina Integrativa - Dr. Diogo Amorim, Lda",Medicina,"R. Augusto Filipe Simões 19, 3000-186 Coimbra, Portugal",239 045 270,N/A (Google não fornece e-mail diretamente),http://www.medicinaintegrativa.pt/,Google Places API
MediCapilar Coimbra - Transplantes Capilares Avançados,Medicina,"Alameda Armando Gonsalves 10, Celas, 3000-059 Coimbra, Portugal",239 245 589,N/A (Google não fornece e-mail diretamente),https://www.medicapilar.pt/,Google Places API
"A.R.-Clinicoimbra, Clínica Médica E Ocupacional, Unipessoal Lda.",Medicina,"Av. Calouste Gulbenkian 60, Celas, 3030 Coimbra, Portugal",239 481 325,N/A (Google não fornece e-mail diretamente),N/A,Google Places API
Clínica de Saúde Psiquiátrica de Coimbra,Medicina,"R. Ferreira de Castro N°41, 3020-098 Coimbra, Portugal",915 200 100,N/A (Google não fornece e-mail diretamente),http://www.casadaoliveira-cspc.pt/,Google Places API
CLÍNICA ESTÁDIO,Medicina,"R. Avelar Brotero 18-34, Fonte da Cheira, 3000 Coimbra, Portugal",239 406 272,N/A (Google não fornece e-mail diretamente),N/A,Google Places API
Clínica Santa Filomena - Olivais,Medicina,"Calçada Gato lote 2, 3000-199 Coimbra, Portugal",239 851 650,N/A (Google não fornece e-mail diretamente),https://sanfilmedicina.pt/,Google Places API
Clínica das Rosas,Medicina,"R. Maria Victória Bourbon Bobone 15.8 Loja A, 3030-502 Coimbra, Portugal",962 714 903,N/A (Google não fornece e-mail diretamente),N/A,Google Places API
"Clínica Oftalmológica Joaquim Mira, S.A.",Medicina,"R. São Teotónio 12, Celas, 3030 Coimbra, Portugal",239 488 020,N/A (Google não fornece e-mail diretamente),https://www.clinicajoaquimmira.com/,Google Places API
Clínica Delille - Medicina Dentária e Implantologia,Medicina,"R. Monsenhor Augusto Nunes Pereira 3030, 3030-779 Coimbra, Portugal",239 488 010,N/A (Google não fornece e-mail diretamente),http://clinicadelille.pt/,Google Places API
"Intercir - Centro Cirurgico de Coimbra, S.A.",Medicina,"R. Dr. Manuel Campos Pinheiro 51, 3045-089 Coimbra, Portugal",239 802 700,N/A (Google não fornece e-mail diretamente),http://www.ccci.pt/,Google Places API
Clínica Delille - Medicina Dentária e Implantologia,Medicina,"R. Monsenhor Augusto Nunes Pereira 3030, 3030-779 Coimbra, Portugal",239 488 010,N/A (Google não fornece e-mail diretamente),http://clinicadelille.pt/,Google Places API
Clínica Dentária Sónia Alves,Medicina,"Rua Virgílio Correia, 1, R/Ch, 3000-413 Coimbra, Portugal",239 482 725,N/A (Google não fornece e-mail diretamente),https://www.soniaalves.com/,Google Places API
Clínica Prisma,Medicina,"R. Pêro Vaz de Caminha 19, 3030-200 Coimbra, Portugal",910 239 239,N/A (Google não fornece e-mail diretamente),https://www.clinicaprisma.pt/,Google Places API
Clínica Médica e Dentária da Conchada,Medicina,"R. Guilherme Gomes Fernandes 3 A-B loja A, 3000-209 Coimbra, Portugal",927 145 457,N/A (Google não fornece e-mail diretamente),N/A,Google Places API
EASY SMILE SOLUM,Medicina,"RUA OCTAVIANO DE SÁ Nº6 LOJA B, 3030-027 Coimbra, Portugal",919 919 983,N/A (Google não fornece e-mail diretamente),https://easysmile-solum.pt/,Google Places API
Clínica Dentária OralMED Coimbra,Medicina,"Av. Fernão de Magalhães 264, 3000-176 Coimbra, Portugal",239 835 272,N/A (Google não fornece e-mail diretamente),http://www.oralmed.pt/coimbra,Google Places API
Clínica das Rosas,Medicina,"R. Maria Victória Bourbon Bobone 15.8 Loja A, 3030-502 Coimbra, Portugal",962 714 903,N/A (Google não fornece e-mail diretamente),N/A,Google Places API
Almedina - Clínica Médico Dentária,Medicina,"Galerias Topázio, R. Olivença 21 sala 309, 3° andar, 3000-018 Coimbra, Portugal",239 826 838,N/A (Google não fornece e-mail diretamente),http://www.almedinaclinicamedicodentaria.pt/,Google Places API
Santa Magdalena,Medicina,"Av. José Bonifácio de Andrade e Silva 1 Loja 048, 3040-389 Coimbra, Portugal",239 800 901,N/A (Google não fornece e-mail diretamente),https://www.santamadalena.pt/pt/clinicas/coimbra-forum,Google Places API
Sonirriso-clínica De Medicina Dentária Lda,Medicina,"Estr. Eiras 480, 3020-199 Coimbra, Portugal",239 492 835,N/A (Google não fornece e-mail diretamente),N/A,Google Places API
"Dental House, Clínica De Medicina Dentária, Lda.",Medicina,"Centro Comercial. D .Dinis, Av. Fernão de Magalhães 170 º - Lj 17, 3000-170 Coimbra, Portugal",239 832 495,N/A (Google não fornece e-mail diretamente),https://www.mydentalhouse.com/galeria/,Google Places API
Clínica Dentária Olímpia Delgado,Medicina,"R. António Bentes Lote 6 Loja B, Fonte da Cheira, 3030-487 Coimbra, Portugal",239 483 346,N/A (Google não fornece e-mail diretamente),https://www.facebook.com/clinicaolimpiadelgado,Google Places API
Orisclinic - Centro Integrado de Medicina Dentária de Coimbra,Medicina,"R. Dr. António José de Almeida 82 R/C A - D, 3000-041 Coimbra, Portugal",239 826 740,N/A (Google não fornece e-mail diretamente),http://www.orisclinic.com/,Google Places API
Clínica Dentária Pascoal,Medicina,"R. Dr. António José de Almeida 28A, 3000-040 Coimbra, Portugal",239 484 073,N/A (Google não fornece e-mail diretamente),http://www.clinicapascoal.net/,Google Places API
Clínica De Medicina Dentária De Celas Lda,Medicina,"Largo Cruz de Celas 4 1º, Celas, 3000-132 Coimbra, Portugal",239 483 586,N/A (Google não fornece e-mail diretamente),https://www.clinicamdcelas.pt/,Google Places API
CLÍNICA MAIS DENTAL,Medicina,"R. Henrique de Barros Lote 3 R/c, 3020-266 Coimbra, Portugal",239 430 400,N/A (Google não fornece e-mail diretamente),http://www.clinicamais.pt/,Google Places API
XL Smile - clinica dentaria,Medicina,"Rua do Brasil 305, Fonte da Cheira, 3030-175 Coimbra, Portugal",239 703 758,N/A (Google não fornece e-mail diretamente),http://www.xlsmile.pt/,Google Places API
Clínica Dentária de Lordemão,Medicina,"Estr. Principal de Lordemão, 3020-250 Coimbra, Portugal",239 095 593,N/A (Google não fornece e-mail diretamente),https://clinicalordemao.pt/,Google Places API
